HFB	PA  	ARTNO   	ARTNAME_UNICODE                                   	UNIT 	AVGSALES	SALESMETHOD	RANGECODE1	SRP	BASEONHAND	AVAILABLESTOCK	PRICE1	LENGTH_M	WIDTH_M	HEIGHT_M	VOLUME_M3	WEIGHT_G	LOCPRICE	SLID_H	EXPSALE	DELTYPE	WISHEDDELIVERYMARK	HOMEDELIVERYCODE	AVAILABLEINSTORE	MPQ 	PALQ	ASSQ	FLEX%	MSL	SL	APPLIED_SAFETYSTOCK	QTYGOODSDOM	FAMILYPRICE1	WORKAREA	LEADTIME	CCL         	SSD     	EDS     	AVERAGE_SALES_RECEIPT	FIRECLASS
01 	0125	00494638	STRANDMON silln orejero GRANN/BOMSTAD ma os       	piece	1,20    	2          	O         	1  	10,00     	10,00         	369   	1,06    	0,73   	0,49    	0.401825 	28830   	0       	921230	1,1    	1      	                  	1               	Yes             	2   	2   	2   	0    	1  	4 	2,0                	0          	0           	056     	1,90    	MAN         	20210401	        	1,5                  	NFR      
01 	0125	00503671	OSKARSHAMN silln orejero GUNNARED negro-gris      	piece	0,00    	2          	O         	1  	0,00      	0,00          	329   	0,87    	0,85   	0,52    	0.388238 	25000   	0       	950250	0,4    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	2 	2,0                	0          	0           	076     	0,60    	MAN         	20230101	        	0,0                  	NFR      
01 	0125	10185055	EKTORP NNN str siln                               	piece	2,90    	2          	O         	1  	7,00      	6,00          	200   	1,26    	0,88   	0,38    	0.468607 	39800   	0       	901700	2,2    	1      	                  	1               	Yes             	2   	2   	6   	0    	2  	2 	4,0                	0          	0           	055     	1,90    	MAN         	20110401	20231001	1,5                  	NFR      
01 	0125	10424126	VEDBO N siln GUNNARED gris oscuro                 	piece	0,70    	2          	O         	1  	4,00      	4,00          	269   	0,75    	0,69   	0,58    	0.215354 	14500   	0       	920730	1,3    	1      	                  	1               	No              	4   	4   	4   	0    	1  	4 	2,4                	0          	0           	056     	0,60    	MAN         	20190401	        	1,6                  	NFR      
01 	0125	10424131	VEDBO N siln&rpsp alt GUNNARED gris oscuro        	piece	0,10    	2          	O         	1  	4,00      	4,00          	299   	0,99    	0,80   	0,61    	0.334560 	18500   	0       	950250	0,9    	1      	                  	1               	No              	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	0,60    	MAN         	20190401	        	1,6                  	NFR      
01 	0125	10438557	MUREN siln reclin REMMARN gris oscuro             	piece	-0,10   	2          	O         	1  	2,00      	2,00          	299   	0,84    	0,71   	0,53    	0.475524 	42100   	0       	950250	2,3    	1      	                  	1               	No              	2   	2   	4   	0    	1  	5 	2,0                	0          	0           	076     	0,60    	MAN         	20201001	        	1,4                  	NFR      
01 	0125	10454236	BINGSTA siln&rpsp alt VISSLE gr os/KABUSA gr os   	piece	0,10    	2          	O         	1  	3,00      	3,00          	199   	0,78    	0,76   	0,30    	0.180999 	16300   	0       	PALLET	0,4    	1      	                  	1               	Yes             	3   	3   	6   	0    	2  	5 	2,0                	0          	0           	060     	0,60    	MAN         	20200201	        	1,2                  	NFR      
01 	0125	10472301	EKTORP funda sillón TOTEBO turquesa oscuro        	piece	0,50    	2          	O         	1  	6,00      	6,00          	49    	0,56    	0,38   	0,05    	0.012956 	1980    	0       	411505	0,3    	0      	                  	1               	Yes             	1   	60  	3   	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20201001	20231001	1,0                  	NFR      
01 	0125	10486058	POÄNG N stru mecedora chapa abedul                	piece	1,10    	2          	O         	1  	17,00     	17,00         	150   	0,85    	0,57   	0,13    	0.065761 	9830    	0       	970210	2,7    	1      	                  	1               	Yes             	14  	14  	5   	0    	1  	4 	2,0                	0          	0           	057     	0,60    	MAN         	20210401	        	1,2                  	NFR      
01 	0125	10486077	POÄNG N stru mecedora negro-marrón                	piece	0,10    	2          	O         	1  	15,00     	15,00         	150   	0,85    	0,57   	0,13    	0.065761 	9830    	0       	970110	1,3    	1      	                  	1               	Yes             	14  	14  	5   	0    	1  	4 	2,4                	0          	0           	057     	0,60    	MAN         	20210401	        	1,3                  	NFR      
01 	0125	10497132	BACKSÄLEN fa sillón 1,5 BLEKINGE blanco           	piece	0,20    	2          	O         	1  	1,00      	1,00          	59    	0,56    	0,36   	0,05    	0.012583 	3390    	0       	900715	0,3    	0      	                  	1               	No              	1   	60  	4   	0    	2  	4 	2,0                	0          	0           	055     	1,60    	MAN         	20220401	        	1,0                  	NFR      
01 	0125	10497231	BACKSÄLEN fa sillón 1,5 KATORP natural            	piece	0,10    	2          	O         	1  	0,00      	0,00          	109   	0,56    	0,36   	0,04    	0.009115 	2865    	0       	900915	0,2    	0      	                  	1               	No              	1   	88  	3   	0    	1  	4 	2,0                	0          	0           	055     	1,60    	MAN         	20220401	        	1,0                  	NFR      
01 	0125	10522198	VISKAFORS sillón 1,5 p LEJDE verde grisáceo       	piece	0,20    	2          	O         	1  	4,00      	4,00          	549   	1,38    	0,96   	0,66    	0.995173 	56950   	0       	950250	0,1    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	1,90    	MAN         	20220701	        	0,0                  	NFR      
01 	0125	20155784	POÄNG stru mecedora chapa abedul                  	piece	0,10    	2          	A         	7  	0,00      	0,00          	110   	0,87    	0,59   	0,23    	0.123977 	10310   	0       	      	0,0    	0      	                  	0               	Yes             	8   	8   	    	0    	   	5 	0,0                	0          	0           	        	0,60    	DISCONTINUED	20090401	20210401	1,5                  	NFR      
01 	0125	20317847	BAKLÄ siln BOMSTAD negro                          	piece	1,10    	2          	O         	1  	9,00      	9,00          	149   	0,80    	0,72   	0,71    	0.337259 	21000   	0       	882300	1,5    	1      	                  	1               	Yes             	1   	2   	4   	0    	1  	4 	4,0                	0          	0           	055     	1,40    	OPT         	20160201	        	1,5                  	HFR      
01 	0125	20320897	TULLSTA tapic siln Nordvalla gris                 	piece	2,80    	2          	O         	1  	13,00     	13,00         	50    	0,56    	0,36   	0,04    	0.008833 	2030    	0       	622115	2,7    	0      	                  	1               	Yes             	1   	88  	8   	0    	1  	4 	4,4                	0          	0           	058     	1,60    	MAN         	20160201	        	1,5                  	NFR      
01 	0125	20347161	KOARP str patas negro                             	piece	0,10    	2          	O         	1  	8,00      	8,00          	24    	0,49    	0,19   	0,14    	0.015361 	4080    	0       	901810	1,4    	0      	                  	1               	No              	3   	36  	7   	0    	1  	5 	4,0                	0          	0           	055     	1,60    	MAN         	20170801	20230701	1,5                  	NFR      
01 	0125	20429604	FRÖSET siln tinte rojo chapa roble                	piece	0,10    	2          	O         	1  	6,00      	6,00          	99,99 	0,62    	0,54   	0,13    	0.045155 	6650    	0       	942110	0,3    	1      	                  	1               	Yes             	7   	7   	9   	0    	1  	4 	2,0                	0          	0           	056     	1,60    	MAN         	20201001	        	1,2                  	NFR      
01 	0125	20446095	BINGSTA siln VISSLE gris oscuro/KABUSA gris oscuro	piece	0,10    	2          	O         	1  	3,00      	3,00          	149   	0,73    	0,63   	0,31    	0.146500 	14528   	0       	PALLET	0,6    	1      	                  	1               	No              	3   	3   	6   	0    	2  	5 	2,0                	0          	0           	060     	0,60    	MAN         	20200201	        	1,1                  	NFR      
01 	0125	20456956	STRANDMON silln orejero VIBBERBO negro/beige      	piece	0,60    	2          	O         	1  	2,00      	2,00          	299   	1,06    	0,73   	0,47    	0.366714 	29000   	0       	882200	1,6    	1      	                  	1               	Yes             	2   	2   	2   	0    	1  	2 	3,2                	0          	0           	055     	1,90    	MAN         	20200201	        	1,5                  	NFR      
01 	0125	20501341	KOARP funda sillón SAXEMARA negro-azul            	piece	0,10    	2          	O         	1  	0,00      	0,00          	50    	0,56    	0,36   	0,04    	0.007738 	1389    	0       	PALLET	0,3    	0      	                  	1               	No              	1   	100 	4   	0    	2  	5 	2,0                	0          	0           	060     	1,60    	MAN         	20210701	20230701	1,4                  	NFR      
01 	0125	20513363	VISKAFORS sillón 1,5 p LEJDE antracita            	piece	0,50    	2          	O         	1  	3,00      	3,00          	549   	1,38    	0,96   	0,66    	0.995173 	56950   	0       	950250	0,1    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	1,90    	MAN         	20220701	        	1,0                  	NFR      
01 	0125	20514895	HAVBERG sg LEJDE marrón rojizo                    	piece	0,00    	2          	O         	1  	5,00      	4,00          	299   	0,92    	0,80   	0,70    	0.361355 	17800   	0       	950250	1,2    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	2 	2,0                	0          	0           	076     	0,60    	MAN         	20230101	        	0,0                  	NFR      
01 	0125	20526596	OBEGRÄNSAD siln negro                             	piece	1,20    	2          	O         	7  	3,00      	3,00          	99    	0,77    	0,71   	0,10    	0.046519 	10400   	0       	720000	1,1    	1      	                  	1               	Yes             	9   	9   	11  	0    	1  	5 	2,0                	0          	0           	063     	1,60    	ACTM        	20221001	20230401	1,5                  	NFR      
01 	0125	20548051	FULLÖSA siln KALLBODA turquesa oscuro             	piece	0,00    	2          	O         	1  	3,00      	3,00          	269   	0,74    	0,71   	0,54    	0.290175 	16000   	0       	PALLET	0,1    	1      	                  	1               	Yes             	4   	4   	7   	0    	2  	4 	2,0                	0          	0           	060     	2,60    	OPT         	20230101	        	1,0                  	HFR      
01 	0125	30204798	DJUPVIK cojín 54x54 BLEKINGE blanco               	piece	2,30    	2          	O         	1  	15,00     	15,00         	20    	0,59    	0,58   	0,10    	0.026993 	1373    	0       	942910	0,9    	0      	                  	1               	Yes             	8   	32  	16  	0    	1  	2 	4,0                	0          	0           	056     	0,60    	MAN         	20111001	        	1,5                  	NFR      
01 	0125	30410326	TULLSTA str siln retor                            	piece	3,90    	2          	O         	1  	4,00      	10,00         	119   	0,82    	0,69   	0,66    	0.373869 	21400   	0       	560400	1,5    	1      	                  	1               	Yes             	2   	2   	2   	0    	1  	4 	4,0                	0          	0           	061     	4,00    	MAN         	20180801	        	1,5                  	HFR      
01 	0125	30472239	EKTORP funda sillón HALLARP gris                  	piece	0,50    	2          	O         	1  	5,00      	5,00          	99    	0,56    	0,36   	0,04    	0.009804 	2555    	0       	621910	0,6    	0      	                  	1               	Yes             	1   	76  	3   	0    	1  	4 	2,0                	0          	0           	058     	1,60    	MAN         	20200801	20231001	1,2                  	NFR      
01 	0125	30472296	EKTORP funda sillón TOTEBO beige claro            	piece	1,80    	2          	O         	1  	6,00      	6,00          	49    	0,56    	0,38   	0,05    	0.012956 	2100    	0       	620405	1,6    	0      	                  	1               	Yes             	1   	60  	7   	0    	1  	4 	2,1                	0          	0           	058     	1,60    	MAN         	20201001	20231001	1,5                  	NFR      
01 	0125	30489602	POÄNG coj siln ROCKNEBY multicolor                	piece	0,10    	2          	A         	7  	0,00      	0,00          	49    	0,68    	0,56   	0,14    	0.053360 	2270    	0       	      	0,0    	0      	                  	0               	No              	6   	6   	    	0    	   	5 	0,0                	0          	0           	        	0,60    	DISCONTINUED	20210401	20211001	1,1                  	NFR      
01 	0125	40395924	GRÖNLID str siln                                  	piece	-0,10   	2          	A         	7  	0,00      	0,00          	160   	1,12    	0,74   	0,46    	0.389248 	33750   	0       	      	0,0    	0      	                  	0               	Yes             	2   	2   	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20181001	20220401	1,5                  	NFR      
01 	0125	40399012	GRÖNLID funda sillón SPORDA natural               	piece	0,10    	2          	A         	7  	0,00      	0,00          	99    	0,56    	0,36   	0,05    	0.011462 	2295    	0       	      	0,0    	0      	                  	0               	No              	1   	64  	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20181001	20220401	1,5                  	NFR      
01 	0125	40410335	TULLSTA tapic siln LOFALLET beige                 	piece	5,20    	2          	O         	1  	11,00     	11,00         	30    	0,56    	0,38   	0,04    	0.007865 	1660    	0       	410800	6,7    	0      	                  	1               	Yes             	1   	100 	22  	0    	1  	4 	5,7                	0          	0           	077     	1,60    	MAN         	20180801	        	1,5                  	NFR      
01 	0125	40423559	FRÖSET siln tinte negro chapa roble               	piece	0,50    	2          	O         	1  	4,00      	4,00          	99,99 	0,62    	0,54   	0,13    	0.045155 	6650    	0       	941910	0,6    	1      	                  	1               	Yes             	7   	7   	10  	0    	1  	4 	2,0                	0          	0           	056     	1,60    	MAN         	20201001	        	1,9                  	NFR      
01 	0125	40423578	VEDBO N siln GUNNARED marrón rosa claro           	piece	0,50    	2          	O         	1  	5,00      	5,00          	269   	0,75    	0,69   	0,58    	0.215354 	14500   	0       	942420	0,4    	1      	                  	1               	No              	4   	4   	4   	0    	1  	4 	4,0                	0          	0           	056     	0,60    	MAN         	20180801	        	1,6                  	NFR      
01 	0125	40423583	VEDBO N siln&rpsp alt GUNNARED azul               	piece	0,20    	2          	O         	1  	4,00      	0,00          	299   	0,99    	0,80   	0,61    	0.334560 	18500   	0       	950250	0,4    	1      	                  	1               	No              	2   	2   	4   	0    	1  	4 	4,0                	0          	0           	076     	0,60    	MAN         	20180801	        	1,5                  	NFR      
01 	0125	40450425	GISTAD siln reclin BOMSTAD negro                  	piece	0,10    	2          	O         	1  	2,00      	2,00          	199   	0,81    	0,70   	0,47    	0.282949 	26550   	0       	950250	0,8    	1      	                  	1               	No              	2   	2   	4   	0    	1  	5 	2,0                	0          	0           	076     	0,60    	MAN         	20200401	        	1,2                  	NFR      
01 	0125	40455649	BINGSTA siln VISSLE am os/KABUSA am os            	piece	0,10    	2          	O         	1  	2,00      	2,00          	149   	0,73    	0,63   	0,31    	0.146500 	14528   	0       	333800	0,6    	1      	                  	1               	No              	3   	3   	4   	0    	2  	5 	2,0                	0          	0           	067     	0,60    	MAN         	20200201	        	1,2                  	NFR      
01 	0125	40455654	BINGSTA siln&rpsp alt VISSLE am os/KABUSA am os   	piece	0,10    	2          	O         	1  	3,00      	3,00          	199   	0,78    	0,76   	0,30    	0.180999 	16300   	0       	PALLET	0,5    	1      	                  	1               	No              	3   	3   	6   	0    	2  	5 	2,0                	0          	0           	060     	0,60    	MAN         	20200201	        	1,5                  	NFR      
01 	0125	40466389	GISTAD siln reclin IDEKULLA rojo oscuro           	piece	-0,10   	2          	O         	1  	0,00      	0,00          	199   	0,82    	0,70   	0,48    	0.278964 	29187   	0       	PALLET	6,1    	1      	                  	1               	No              	2   	2   	5   	0    	2  	5 	2,0                	0          	0           	060     	0,60    	MAN         	20200401	        	1,2                  	NFR      
01 	0125	40477948	REMSTA siln HAKEBO beige                          	piece	-0,10   	2          	O         	1  	4,00      	4,00          	149   	0,70    	0,64   	0,34    	0.153959 	13320   	0       	PALLET	1,5    	1      	                  	1               	No              	4   	4   	7   	0    	2  	5 	2,0                	0          	0           	060     	0,60    	MAN         	20201201	        	1,1                  	NFR      
01 	0125	40494250	VEDBO siln GUNNARED verde claro                   	piece	1,20    	2          	O         	1  	10,00     	10,00         	269   	0,75    	0,69   	0,58    	0.215354 	14500   	0       	PALLET	0,6    	1      	                  	1               	No              	4   	4   	7   	0    	2  	4 	2,0                	0          	0           	060     	0,60    	MAN         	20210401	        	1,3                  	NFR      
01 	0125	40497263	BACKSÄLEN fa sillón 1,5 HALLARP gris              	piece	0,10    	2          	O         	1  	4,00      	4,00          	109   	0,56    	0,36   	0,05    	0.011454 	2940    	0       	900715	0,1    	0      	                  	1               	Yes             	1   	68  	3   	0    	2  	4 	2,0                	0          	0           	055     	1,60    	MAN         	20220401	        	1,0                  	NFR      
01 	0125	40505418	LANDSKRONA struc silln DJUPARP azul oscuro        	piece	0,10    	2          	O         	1  	0,00      	0,00          	379   	0,94    	0,92   	0,51    	0.451131 	33000   	0       	950250	0,2    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	0,60    	MAN         	20211001	20231001	1,0                  	HFR      
01 	0125	40518289	FRÖKNABO j coj VISSLE beige                       	piece	5,40    	2          	O         	1  	0,00      	0,00          	40    	0,54    	0,54   	0,28    	0.066929 	2200    	0       	922210	1,3    	1      	                  	1               	Yes             	6   	6   	12  	0    	1  	4 	6,6                	0          	0           	056     	2,30    	MAN         	20220401	        	1,6                  	HFR      
01 	0125	40522210	VISKAFORS sillón 1,5 p LEJDE beige claro          	piece	0,50    	2          	O         	1  	3,00      	3,00          	549   	1,38    	0,96   	0,66    	0.995173 	56950   	0       	950250	0,2    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	1,90    	MAN         	20220701	        	1,0                  	NFR      
01 	0125	50039552	IKEA PS GULLHOLMEN mece fibras de platanera       	piece	0,10    	2          	A         	7  	0,00      	0,00          	69    	0,76    	0,70   	0,62    	0.076861 	5900    	0       	      	0,0    	0      	                  	0               	Yes             	1   	8   	    	0    	   	5 	0,0                	0          	0           	        	1,60    	DISCONTINUED	20020301	20220401	1,5                  	NFR      
01 	0125	50295472	RÅDVIKEN siln marrón oscuro/negro                 	piece	0,10    	2          	O         	4  	4,00      	4,00          	249   	0,98    	0,80   	0,58    	0.260883 	11200   	0       	950250	0,1    	1      	                  	2               	No              	2   	2   	4   	0    	1  	4 	4,0                	0          	0           	076     	1,60    	OPT         	20150401	        	1,5                  	NFR      
01 	0125	50410330	TULLSTA tapic siln NORDVALLA verde claro          	piece	0,50    	2          	O         	1  	12,00     	12,00         	50    	0,57    	0,36   	0,04    	0.008172 	1988    	0       	622015	1,2    	0      	                  	1               	Yes             	1   	88  	6   	0    	1  	4 	4,0                	0          	0           	058     	1,60    	MAN         	20180801	        	1,5                  	NFR      
01 	0125	50423573	VEDBO N siln GUNNARED azul                        	piece	0,20    	2          	O         	1  	8,00      	8,00          	269   	0,75    	0,69   	0,58    	0.215354 	14500   	0       	940630	0,6    	1      	                  	1               	No              	4   	4   	4   	0    	1  	4 	4,0                	0          	0           	056     	0,60    	MAN         	20180801	        	1,6                  	NFR      
01 	0125	50472295	EKTORP funda sillón REMMARN gris claro            	piece	0,20    	2          	O         	1  	3,00      	3,00          	79    	0,56    	0,36   	0,04    	0.008052 	1620    	0       	410905	0,4    	0      	                  	1               	Yes             	1   	92  	3   	0    	1  	4 	2,0                	0          	0           	077     	1,60    	MAN         	20200801	20231001	1,3                  	NFR      
01 	0125	50494259	VEDBO siln&rpsp alt GUNNARED verde claro          	piece	0,10    	2          	O         	1  	3,00      	3,00          	299   	0,99    	0,80   	0,61    	0.334560 	18500   	0       	950250	0,4    	1      	                  	1               	No              	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	0,60    	MAN         	20210401	        	1,5                  	NFR      
01 	0125	50514894	HAVBERG sg LEJDE gris/negro                       	piece	2,50    	2          	O         	1  	6,00      	5,00          	299   	0,92    	0,80   	0,70    	0.361355 	17800   	0       	950250	2,8    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	2 	2,8                	0          	0           	076     	0,60    	MAN         	20230101	        	1,0                  	NFR      
01 	0125	50521682	OSKARSHAMN silln orejero TONERUD rojo             	piece	0,00    	2          	O         	1  	0,00      	0,00          	329   	0,87    	0,85   	0,52    	0.388238 	25000   	0       	950250	0,2    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	0,60    	MAN         	20230101	        	0,0                  	NFR      
01 	0125	60201680	FINNTORP siln blanco                              	piece	0,10    	2          	A         	7  	0,00      	0,00          	69    	0,88    	0,74   	0,66    	0.148727 	5800    	0       	      	0,0    	0      	                  	0               	Yes             	12  	12  	    	0    	   	5 	0,0                	0          	0           	        	0,60    	DISCONTINUED	20111001	20220401	1,5                  	NFR      
01 	0125	60347135	KOARP tapic siln Gunnared gris                    	piece	0,10    	2          	O         	7  	0,00      	0,00          	80    	0,56    	0,36   	0,04    	0.008525 	1950    	0       	FFVMV2	0,6    	0      	                  	1               	Yes             	1   	84  	5   	0    	1  	5 	4,0                	0          	0           	071     	1,60    	MAN         	20170801	20230701	1,5                  	NFR      
01 	0125	60457746	KLUBBFORS siln GUNNARED beige                     	piece	0,70    	2          	O         	1  	7,00      	7,00          	349   	0,91    	0,91   	0,62    	0.574434 	29500   	0       	950250	1,5    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	2 	3,7                	0          	0           	076     	2,60    	MAN         	20211001	        	1,5                  	NFR      
01 	0125	60494584	EKERÖ siln SKIFTEBO gris oscuro                   	piece	1,50    	2          	O         	1  	12,00     	10,00         	199   	0,80    	0,60   	0,41    	0.220500 	18570   	0       	622100	2,1    	1      	                  	1               	Yes             	4   	4   	4   	0    	1  	4 	7,3                	0          	0           	058     	4,00    	MAN         	20210701	        	1,7                  	NFR      
01 	0125	60506520	FULLÖSA siln VIARP beige/marrón                   	piece	3,00    	2          	O         	1  	16,00     	16,00         	269   	0,74    	0,70   	0,54    	0.290175 	16000   	0       	881400	1,5    	1      	                  	1               	Yes             	4   	4   	8   	0    	1  	2 	8,0                	0          	0           	055     	2,60    	OPT         	20220101	        	1,5                  	HFR      
01 	0125	60511668	BILLHAMN siln beige grisáceo                      	piece	0,10    	2          	O         	1  	71,00     	71,00         	229   	0,68    	0,62   	0,48    	0.229696 	14200   	0       	950250	0,2    	1      	                  	1               	Yes             	2   	2   	6   	0    	1  	2 	2,0                	0          	0           	076     	2,60    	OPT         	20220901	        	1,2                  	HFR      
01 	0125	60544447	BILLHAMN siln azul oscuro                         	piece	0,30    	2          	O         	1  	9,00      	9,00          	229   	0,68    	0,62   	0,48    	0.229696 	14400   	0       	950250	0,2    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	2 	2,0                	0          	0           	076     	2,60    	OPT         	20221001	        	1,0                  	HFR      
01 	0125	70306224	FÄRLÖV str siln                                   	piece	0,10    	2          	A         	7  	0,00      	0,00          	300   	0,84    	0,70   	0,42    	0.537506 	46600   	0       	      	0,0    	0      	                  	0               	Yes             	2   	2   	    	0    	   	5 	0,0                	0          	0           	        	0,70    	DISCONTINUED	20170201	20210701	1,1                  	HFR      
01 	0125	70343957	KOARP str siln                                    	piece	0,10    	2          	O         	1  	8,00      	8,00          	115   	0,87    	0,79   	0,42    	0.299636 	22600   	65      	320300	1,8    	1      	                  	1               	No              	4   	4   	4   	0    	1  	5 	4,0                	0          	0           	075     	0,60    	MAN         	20170801	20230701	1,5                  	NFR      
01 	0125	70434311	BUSKBO siln ratán                                 	piece	1,80    	2          	O         	1  	11,00     	11,00         	159   	0,76    	0,72   	0,64    	0.232365 	5000    	0       	322000	2,3    	1      	                  	1               	Yes             	7   	7   	10  	0    	1  	2 	3,7                	0          	0           	075     	0,60    	MAN         	20190401	        	1,5                  	NFR      
01 	0125	70439219	STRANDMON N silln orejero JÄRSTAD marrón          	piece	0,10    	2          	A         	7  	0,00      	0,00          	329   	1,06    	0,74   	0,47    	0.406926 	28250   	0       	      	0,0    	0      	                  	0               	Yes             	2   	2   	    	0    	   	5 	0,0                	0          	0           	        	0,60    	DISCONTINUED	20190701	20230101	1,5                  	NFR      
01 	0125	70472242	EKTORP funda sillón HALLARP beige                 	piece	1,80    	2          	O         	1  	0,00      	0,00          	99    	0,56    	0,38   	0,04    	0.010409 	2750    	0       	621915	0,7    	0      	                  	1               	Yes             	1   	76  	4   	0    	1  	4 	2,0                	0          	0           	058     	1,60    	MAN         	20200801	20231001	1,5                  	NFR      
01 	0125	70494588	EKERÖ siln BOMSTAD negro                          	piece	0,50    	2          	O         	1  	8,00      	8,00          	229   	0,80    	0,60   	0,42    	0.222264 	19300   	0       	941420	1,0    	1      	                  	1               	Yes             	4   	4   	4   	0    	1  	4 	2,6                	0          	0           	056     	1,90    	MAN         	20210701	        	1,6                  	NFR      
01 	0125	70506440	BÄSTDAL siln GUNNARED gris                        	piece	0,20    	2          	O         	1  	11,00     	11,00         	229   	0,64    	0,61   	0,48    	0.217782 	10400   	0       	950250	0,9    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	2 	2,7                	0          	0           	076     	2,60    	OPT         	20221001	        	1,0                  	HFR      
01 	0125	70515109	HAVBERG sg GRANN/BOMSTAD marrón dorado            	piece	1,10    	2          	O         	1  	4,00      	4,00          	399   	0,92    	0,80   	0,70    	0.361355 	18770   	0       	950250	0,5    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	2 	2,0                	0          	0           	076     	0,60    	MAN         	20230101	        	1,0                  	NFR      
01 	0125	80348997	EKENÄSET siln Idhult negro                        	piece	0,00    	2          	A         	7  	0,00      	0,00          	299   	0,77    	0,67   	0,34    	0.191221 	14000   	0       	      	0,0    	0      	                  	0               	No              	4   	4   	    	0    	   	5 	0,0                	0          	199         	        	0,60    	DISCONTINUED	20171001	20230101	1,5                  	HFR      
01 	0125	80359844	STRANDMON silln orejero Djuparp verde oscuro      	piece	1,80    	2          	O         	1  	5,00      	5,00          	329   	1,05    	0,74   	0,51    	0.428324 	30000   	0       	923000	3,0    	1      	                  	1               	Yes             	2   	2   	2   	0    	1  	1 	8,6                	0          	0           	056     	2,30    	MAN         	20170801	        	1,5                  	NFR      
01 	0125	80425641	FRÖSET siln chapa roble tinte blanco              	piece	0,50    	2          	O         	1  	7,00      	7,00          	99,99 	0,62    	0,54   	0,13    	0.045155 	6650    	0       	941710	1,5    	1      	                  	1               	Yes             	7   	7   	9   	0    	1  	4 	2,4                	0          	0           	056     	1,60    	MAN         	20201001	        	1,5                  	NFR      
01 	0125	80472289	EKTORP funda sillón VIRESTAD rojo/blanco          	piece	0,20    	2          	O         	1  	4,00      	4,00          	79    	0,56    	0,36   	0,04    	0.009804 	2492    	0       	621410	0,1    	0      	                  	1               	Yes             	1   	76  	3   	0    	1  	4 	2,0                	0          	0           	058     	1,60    	MAN         	20200801	20231001	1,2                  	NFR      
01 	0125	80509443	STOCKHOLM 2017 j cjn siln GRÄSBO blanco           	piece	0,90    	2          	O         	4  	1,00      	1,00          	80    	0,92    	0,65   	0,16    	0.122320 	4000    	0       	822810	0,1    	1      	                  	2               	No              	5   	5   	7   	0    	1  	4 	2,0                	0          	0           	068     	0,60    	OPT         	20210401	        	1,6                  	NFR      
01 	0125	90362469	POÄNG coj siln Hillared azul oscuro               	piece	1,80    	2          	O         	1  	13,00     	19,00         	99    	0,68    	0,56   	0,14    	0.053360 	2350    	0       	922810	2,8    	1      	                  	1               	Yes             	6   	6   	11  	0    	1  	4 	4,4                	0          	0           	056     	2,30    	MAN         	20170401	        	1,5                  	NFR      
01 	0125	90434310	ULRIKSBERG siln ratán/antracita                   	piece	2,90    	2          	O         	1  	20,00     	17,00         	149   	0,77    	0,68   	0,13    	0.073840 	9600    	0       	333510	2,4    	1      	                  	1               	Yes             	6   	6   	12  	0    	1  	2 	3,8                	0          	0           	067     	0,60    	MAN         	20190401	        	1,5                  	NFR      
01 	0125	90477941	REMSTA siln HAKEBO gris oscuro                    	piece	0,10    	2          	O         	1  	0,00      	0,00          	149   	0,66    	0,64   	0,36    	0.155703 	13900   	0       	PALLET	2,0    	1      	                  	1               	No              	4   	4   	7   	0    	2  	5 	2,0                	0          	0           	060     	0,60    	MAN         	20201201	        	1,0                  	NFR      
01 	0125	90497114	BACKSÄLEN estructura sillón 1,5                   	piece	0,20    	2          	O         	1  	7,00      	7,00          	240   	0,95    	0,76   	0,38    	0.318710 	27100   	0       	950250	0,8    	1      	                  	1               	Yes             	2   	2   	4   	0    	1  	4 	2,0                	0          	0           	076     	1,90    	MAN         	20220401	        	1,0                  	NFR      
01 	0125	90508551	HOLMSTA siln a mano beige                         	piece	3,20    	2          	O         	1  	8,00      	6,00          	159   	0,86    	0,76   	0,19    	0.134981 	11800   	0       	953010	5,3    	1      	                  	1               	Yes             	4   	4   	8   	0    	1  	2 	7,6                	0          	0           	076     	1,60    	MAN         	20220401	        	1,5                  	NFR      
